0,decidedly unoriginal 
1,filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders 
1,", he has at least one more story to tell : his own . "
1,is impressively true for being so hot-blooded 
1,"the depth of these two literary figures , and even the times in which they lived "
0,directed it may leave you speaking in tongues 
1,"good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart "
1,classified as one of those ` alternate reality ' 
1,"a touching , transcendent love story "
1,also happens to be good 
0,has cheapened the artistry of making a film 
1,for all audiences 
1,most basic 
1,younger generations 
1,may well be the year 's best and most unpredictable comedy 
0,is of the darkest variety 
1,is a gorgeous and deceptively minimalist cinematic tone poem 
0,is deadpan 
0,pseudo-philosophic twaddle 
1,a good-natured ensemble comedy that tries hard to make the most of a bumper 
1,a treatise on spirituality as well as a solid sci-fi thriller 
1,white 's intermittently wise script 
0,masochistic 
0,the predictability 
0,"the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability . "
1,"austin powers for the most part is extremely funny , the first part making up for any flaws that come later . "
0,"are repeatedly undercut by the brutality of the jokes , most at women 's expense "
1,gives ample opportunity for large-scale action and suspense 
1,"just as moving , uplifting and funny as ever . "
1,a masterpiece of elegant wit and artifice 
0,"self-consciously flashy camera effects , droning house music and flat , flat dialogue "
1,", spicy footnote "
1,a jerry bruckheimer flick any day of the week 
1,"a delightful , if minor , pastry "
1,"humor , characterization , poignancy , and intelligence "
1,well-made 
1,good 
1,"if it is n't entirely persuasive , it does give exposure to some talented performers "
1,bravery and dedication 
1,"highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role . "
0,"to get through this interminable , shapeless documentary about the swinging subculture "
1,wit and compassion 
1,transcends the boy-meets-girl posturing of typical love stories . 
1,"nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects . "
0,has no point and goes nowhere 
1,an overcooked soufflé 
1,actually seem to understand what made allen 's romantic comedies so pertinent and enduring 
0,"characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior "
1,exceptional thriller 
1,something bigger than yourself 
0,every punchline predictable 
0,to the point of distraction 
0,has nothing else to watch 
0,"sure , it 's contrived and predictable , "
1,to spoof both black and white stereotypes equally 
0,demented 
0,offers nothing 
0,do n't think most of the people who loved the 1989 paradiso will prefer this new version 
1,"its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work "
1,engaging enough to keep you from shifting in your chair too often 
0,of utter loss personified in the film 's simple title 
0,a black man getting humiliated by a pack of dogs who are smarter than him 
1,", mr. audiard 's direction is fluid and quick . "
1,"'ve ever seen before , and yet completely familiar . "
1,"quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship "
1,", solid storytelling . "
0,' rip-off 
1,cultivation and 
1,always the prettiest pictures 
1,what it 's trying to say and 
1,kinky fun 
1,", secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism . "
0,freddy gets molested by a dog 
1,"of dark humor , gorgeous exterior photography , and a stable-full of solid performances "
0,doing unpleasant things to each other and themselves 
1,"'s very beavis and butthead , "
1,", but miss wonton floats beyond reality with a certain degree of wit and dignity . "
0,'s worse 
1,is wonderful . 
0,of a brutal mid 
1,a well-defined sense 
1,"funny , moving yarn "
1,students that deals with first love sweetly but also seriously 
1,of a love affair 
1,delight . 
0,"does n't contain half the excitement of balto , or quarter the fun of toy story 2 "
0,unsuccessful 
1,"including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen "
1,in an intriguing bit of storytelling 
1,very best pictures 
0,"a chilly , remote , emotionally distant piece ... "
0,"as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school . "
0,is so clumsily sentimental and ineptly directed it may leave you speaking in tongues 
1,"an admirable reconstruction of terrible events , and "
1,represents an engaging and intimate first feature 
1,is beginning to feel 
0,"low-brow humor , "
0,an american tragedy 
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . "
0,a story for more than four minutes 
1,humorously 
0,listen to extremist name-calling 
0,"none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' "
0,husband-and-wife disaster 
0,be served an eviction notice at every theater stuck with it 
0,"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense "
0,miscalculation 
1,funniest person 
1,"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism . "
0,", it might be like trying to eat brussels sprouts . "
0,the lazy material 
1,"is garcia , who perfectly portrays the desperation of a very insecure man . "
0,plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . 
0,parker exposes the limitations of his skill and the basic flaws in his vision . ' 
0,none of this sounds promising 
1,a juicy writer 
1,"fine , nuanced lead performances "
0,"conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny "
1,chuckle 
0,the experience of staring at a blank screen 
0,'s its first sign of trouble 
0,hard-to-swallow premise 
1,would have made vittorio de sica proud 
0,"over-the-top , and amateurish "
1,find comfort in familiarity 
1,the ethereal beauty 
1,does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . 
1,"a naturally funny film , "
0,"of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny "
0,of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience 
1,excite 
1,"if you love him , you 'll like it . "
1,honest attempt to get at something 
1,in a class by itself 
0,"clichés , depression and "
1,beautiful paean 
1,astonishing ... 
1,the acting is fine 
1,it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels . 
0,"through this interminable , shapeless documentary about the swinging subculture "
1,stylish psychological thriller 
0,becomes a tiresome cliché 
0,black indomitability 
0,not-nearly 
1,an engrossing and infectiously enthusiastic documentary 
1,what results is the best performance from either in years 
0,puréed mélange 
0,"an inept , tedious spoof "
1,you 're a fan of the series 
0,"that should shame americans , regardless of whether or not ultimate blame "
1,award-winning english cinematographer giles nuttgens 
1,satisfying destination 
1,entertainment adults can see without feeling embarrassed 
0,trying to sneak out of the theater 
0,this gets us in trouble 
1,well-done supernatural thriller with keen insights 
0,it 's a movie that gets under your skin . 
1,wide-awake all the way 
1,"a smart , sassy and exceptionally charming romantic comedy "
0,"features nonsensical and laughable plotting , wooden performances "
1,the charm of kevin kline 
1,can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure 
1,"energetic , violent movie "
0,emotional blandness 
0,"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck "
1,"in artful , watery tones of blue , green and brown "
1,"is a tribute to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project "
1,of inspired humor 
1,"'s surprisingly decent , particularly for a tenth installment in a series . "
1,"has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . "
1,a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies . 
1,in one forum or another 
1,"moving , and adventurous "
0,to be a hollywood satire but winds up as the kind of film that should be the target of something 
1,suits the script 
1,a great cast and a great idea 
1,the ingenuity that parker displays in freshening the play 
1,among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations . 
0,feeble comedy . 
1,a great way to spend 4 units of your day 
1,that sucks you in and dares you not to believe it 
0,emptiness and maddeningly 
1,"hitchens ' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power "
1,for taking the sometimes improbable story and making it 
1,intelligence and verve 
1,harmoniously 
1,i for one enjoyed the thrill of the chill 
1,"has a key strength in its willingness to explore its principal characters with honesty , insight and humor . "
0,bad animation and mindless violence 
1,"fascinating , unnerving examination "
1,the timeless spectacle 
1,iconic 
1,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . "
0,steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology 
0,"self-consciously flashy camera effects , droning house music and "
1,of some children who remain curious about each other against all odds 
1,matches the page-turning frenzy 
1,more outre aspects 
0,to play one lewd scene after another 
1,in this oddly sweet comedy about jokester highway patrolmen 
1,is nevertheless efficiently amusing for a good while . 
0,"manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches . "
1,"'s lovely and amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style "
1,a no-holds-barred cinematic treat . 
0,for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance 
1,the direction is intelligently accomplished 
0,endless assault 
0,a simple `` goddammit 
0,is very difficult to care about the character 
1,her petite frame and vulnerable persona emphasising her plight and isolation 
0,keeps coming back to the achingly unfunny phonce and his several silly subplots . 
0,does n't bode well for the rest of it 
0,rather thin 
0,the movie equivalent of staring into an open wound 
0,all-night 
0,you might imagine that most every aggrieved father cliché has been unturned . 
0,sinks 
0,outtakes in which most of the characters forget their lines and 
1,'s coherent 
0,"just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain "
0,because it 's lousy 
0,laggard drama wending its way to an uninspired philosophical epiphany . 
0,`` empire '' lacks in depth 
1,"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries "
0,"as an evil , monstrous lunatic "
1,casting mick jagger as director of the escort service was inspired 
1,"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s . "
0,collateral damage is trash 
1,"'s a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . "
1,humanize its subject 
0,rank frustration from those in the know about rubbo 's dumbed-down tactics 
1,an ` a ' list cast 
0,a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time 
0,is almost an afterthought 
1,a welcome improvement 
1,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes . "
1,hailed 
0,sex in the movies look like cheap hysterics 
1,"has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time "
0,dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer 
1,it was at least funny 
1,has the scope and shape of an especially well-executed television movie 
0,'ve got a huge mess 
0,bad luck and 
0,involve a dentist drill 
1,the film is bright and flashy in all the right ways . 
0,sounds whiny and defensive 
0,"emerge dazed , confused as to whether you 've seen pornography or documentary "
1,the ending feels at odds with the rest of the film . 
0,has it beat by a country mile 
0,had so much fun dissing the film that they did n't mind the ticket cost 
1,to pass without reminding audiences that it 's only a movie 
0,the histrionic muse 
1,absorbs all manner of lame entertainment 
1,"has layered , well-developed characters and some surprises "
1,"maryam is a small film , but it offers large rewards "
1,amazingly evocative film 
1,"watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media "
1,'s no accident that the accidental spy is a solid action pic that returns the martial arts master to top form . 
1,purpose and finesse 
0,"there may have been a good film in `` trouble every day , '' "
1,life 's wonderment 
1,a fresh point 
0,"terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters "
1,something fresh to say 
0,"hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny . "
1,"sweet , even delectable "
1,congrats disney on a job 
1,to crack a smile at 
1,danis 
1,cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries . 
1,to make us share their enthusiasm 
0,"'s made a film that 's barely shocking , barely interesting and most of all , barely anything "
0,bogs down in a surfeit of characters and 
1,are powerful and moving without stooping to base melodrama 
1,is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort . 
0,"none of this is very original , and it is n't particularly funny . "
1,"what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognize any of the signposts , as if discovering a way through to the bitter end without a map . "
1,a change in expression 
1,graphic treatment 
0,that anyone in his right mind would want to see the it 
0,forcing 
1,smart and alert 
1,of theater history 
1,"robin williams , death to smoochy "
0,marginal characters 
1,sad but endearing 
0,the characters never seem to match the power of their surroundings . 
0,dim-witted and 
0,disconnects 
0,sleepwalk through vulgarities in a sequel you can refuse . 
1,highly entertaining 
1,"there are some laughs in this movie , but "
1,"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . "
1,"infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion "
1,these people are really going to love the piano teacher . 
1,above the run-of-the-mill singles blender 
1,to great performances 
1,"an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake . "
0,"'s tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo "
1,"the emperor 's club , "
1,"some good , organic character work , lots of obvious political insights "
0,two fatal ailments 
1,stirring road movie . 
0,the film is strictly routine . 
1,"haynes makes us see familiar issues , like racism and homophobia , in a fresh way . "
1,"the year 's greatest adventure , and "
0,what 's hard to understand is why anybody picked it up . 
0,suspect that you 'll be as bored watching morvern callar as the characters are in it . 
0,"... unlike ( scorsese 's mean streets ) , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot . "
0,story for those intolerant of the more common saccharine genre 
1,", green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . "
0,it 's self-defeatingly decorous 
0,overwrought 
1,the lady and the duke represents the filmmaker 's lifelong concern with formalist experimentation in cinematic art . 
1,illustrating the merits of fighting hard for something that really matters 
0,an unsuccessful attempt at a movie 
0,", the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . "
0,"vulgar , sexist , racist humor "
1,an appealing couple 
0,mired in stasis 
1,transcends the boy-meets-girl posturing of typical love stories 
1,utter cuteness 
0,"the tuxedo was n't just bad ; it was , as my friend david cross would call it , ` hungry-man portions of bad ' . "
0,this tale has been told and retold 
0,from a philosophical emptiness and maddeningly sedate pacing 
1,"produced in recent memory , even if it 's far tamer than advertised "
1,while the humor aspects of ` jason x ' were far more entertaining than i had expected 
1,bitter nor sweet 
1,the most important and exhilarating forms 
1,of belly laughs ( including a knockout of a closing line ) 
1,fine performances make this delicate coming-of-age tale a treat 
0,the performances are so overstated 
1,pretty funny 
0,"a mildly funny , sometimes tedious , ultimately insignificant "
1,almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in 
0,the narration helps little 
1,'s not too bad 
1,", tender hug "
1,does n't pummel us with phony imagery or music 
0,"... an incredibly heavy-handed , manipulative dud that feels all too familiar . "
1,"find that real natural , even-flowing tone that few movies are able to accomplish "
0,veered off too far 
1,have a freshness and modesty that transcends their predicament 
1,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . "
0,feels rigged and sluggish . 
0,grows on you -- like a rash . 
0,that could easily wait for your pay per view dollar 
0,difficult to connect with on any deeper level 
0,you wish he 'd gone the way of don simpson 
0,a lack 
1,one of the best gay love stories ever made 
1,robust 
1,is almost in a class with that of wilde himself 
1,", festival in cannes offers rare insight into the structure of relationships . "
0,it was co-written by mattel executives and lobbyists for the tinsel industry 
1,spiced 
1,edited so that it certainly does n't feel like a film that strays past the two and a half mark 
1,whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday 
1,is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . 
0,and slack direction 
0,complaints i might have 
0,grating 
0,there surrender $ 9 and 93 minutes of unrecoverable life 
0,is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously 
1,santa gives gifts to grownups 
0,"made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money . "
1,will no doubt 
0,in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested 
0,must be the end of the world 
1,"strong , measured work "
0,'s as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? '' 
0,undercut by the voice of the star of road trip 
1,that already knows it 's won 
1,"smart , nuanced look "
0,"been there , done that , liked it much better "
0,to speak about other than the fact that it is relatively short 
1,the best films of the year 
0,badly-rendered 
1,a spiffy animated feature 
0,the hanukkah spirit seems fried in pork . 
0,an overflowing septic tank 
0,no real narrative logic 
1,a funny moment or two 
1,as tricky and satisfying as any of david 
1,presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet 
1,"of an engaging storyline , which also is n't embarrassed to make you reach for the tissues "
0,for sick and demented humor 
1,the peculiar american style of justice 
1,a revealing look at the collaborative process 
1,enthralling documentary 
1,to bring any edge or personality to the rising place that would set it apart from other deep south stories 
1,who makes oliver far more interesting than the character 's lines would suggest 
1,real visual charge to the filmmaking 
0,found writer-director mitch davis 's wall of kitsch hard going . 
0,film ' in the worst sense of the expression 
0,"meaningless , vapid and devoid "
0,a troubled and determined homicide cop 
0,is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture . 
1,can take credit for most of the movie 's success . 
0,"enough , but nothing new "
0,one of those films that started with a great premise and then just fell apart 
1,magical 
0,an excuse to get to the closing bout ... by which time it 's impossible to care who wins 
0,the movie has no idea of it is serious 
1,that 's very different from our own and yet instantly recognizable 
1,"there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one . "
0,an inelegant combination of two unrelated shorts that falls far short 
0,i ca n't say this enough : this movie is about an adult male dressed in pink jammies . 
0,is way too indulgent . 
1,expert thriller 
1,has a compelling story to tell . 
1,though brown sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle 
0,is that it 's a brazenly misguided project . 
1,"that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen "
1,robert duvall 
1,as temptingly easy 
1,'s sure a lot smarter and more unnerving than the sequels 
0,super troopers suffers because it does n't have enough vices to merit its 103-minute length . 
1,"the grace to call for prevention rather than to place blame , making it one of the best war movies ever made "
0,is that they 're stuck with a script that prevents them from firing on all cylinders 
1,", like silence , it 's a movie that gets under your skin . "
1,probably one of the best since the last waltz 
0,self-glorification and 
0,crushingly self-indulgent spectacle 
0,the grease 
0,"an odd show , pregnant with moods , "
1,the affection of that moral favorite 
0,told and retold 
1,"as enlightening , insightful and entertaining "
0,downhill as soon as macho action conventions assert themselves 
0,to the scuzzy underbelly of nyc 's drug scene 
1,"a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did ) "
0,sometimes just lapses into unhidden british 
1,shekhar kapur 
1,old-world charm 
0,bad way 
0,"like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places . "
0,an extremely unpleasant film 
1,"a bittersweet film , simple in form but rich with human events . "
0,exhibits the shallow sensationalism characteristic of soap opera ... 
1,what a bewilderingly brilliant and entertaining movie this is . 
1,"sexy , peculiar and always entertaining costume drama "
1,"exhilarating , "
1,enriched 
0,"almost enough chuckles for a three-minute sketch , and no more "
0,lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires 
1,"is warm , inviting , and surprising "
1,"remains a film about something , one that attempts and often achieves a level of connection and concern . "
0,gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time 
1,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose "
1,", this remains a film about something , one that attempts and often achieves a level of connection and concern . "
1,"despite the film 's shortcomings , the stories are quietly moving . "
0,it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 
1,"must for fans of british cinema , if only because so many titans of the industry are along for the ride "
1,"there are flaws , but also stretches of impact and moments of awe ; "
0,shakespeare 
1,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . "
1,you forget you 've been to the movies . 
0,the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... emotionally belittle a cinema classic . 
0,were more repulsive than the first 30 or 40 minutes 
1,is a trove of delights . 
0,"other rowdy raunch-fests -- farts , boobs , unmentionables -- "
1,"is exceedingly pleasant , designed not to offend . "
0,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing "
0,is a big time stinker 
0,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable . "
1,"trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness "
1,of enthralling drama 
1,"the story 's scope and pageantry are mesmerizing , "
1,very enjoyable 
1,very funny 
1,like it 
1,"despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship . "
1,see the forest for the trees 
1,there to scare while we delight in the images 
1,likely to see all year 
1,", it 's still a sweet , even delectable diversion . "
0,"loud , bang-the-drum "
0,like a documentary in the way 
1,", heartfelt "
1,a leap from pinnacle to pinnacle 
1,"to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality "
0,", ' i know how to suffer ' and if you see this film you 'll know too . "
1,acted by a british cast to rival gosford park 's . 
1,the climactic hourlong cricket match 
0,'s the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene . 
1,"never coughed , fidgeted or romped up and down the aisles for bathroom breaks "
1,"the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work "
1,pull together easily accessible stories that resonate with profundity 
0,ultra-violent 
0,no psychology 
1,"unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness "
0,"dull , somnambulant exercise "
0,"somber , absurd , and , finally , "
0,"cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts . "
1,has rewards 
0,tiresome jokes 
1,very smart 
